category,sound,x,y
LaughingAdultMale,2,0.9836648007273325,0.6848430297326049
LaughingAdultMale,3,0.7585885120593777,-1.3088374707985428
LaughingAdultMale,4,1.1542616313928664,-0.2826394371949927
LaughingAdultMale,5,-0.8259718979496452,-0.5019553247062434
LaughingAdultMale,6,-1.1891321751438768,1.2205343444257832
LaughingAdultMale,7,1.0002229816314656,0.7247507421090775
LaughingAdultMale,8,-2.043485480848801,-0.12710994357151492
LaughingAdultMale,9,0.067198319235059,-0.9364253755105265
LaughingAdultMale,10,-0.5499867094044198,0.7475876284801556
LaughingChild,1,1.082988859148209,0.2288936649831125
LaughingChild,2,0.3599525876790811,0.7849658932290393
LaughingChild,3,1.1774117090415848,-1.8465969881830901
LaughingChild,4,1.1716255198532721,-0.8427939956004971
LaughingChild,5,-0.8103193078243646,-0.2255016342361254
LaughingChild,6,-0.6433323852151478,1.5940530805129356
LaughingChild,7,0.9947117356831474,1.5324299462949174
LaughingChild,8,-1.9100706235731293,-0.8460898492357759
LaughingChild,9,-0.398122889866204,-0.9693119945508344
LaughingChild,10,-1.0248452049030665,0.5899518767481776
LaughingGroup,1,0.26195463244908085,-2.2572647876504295
LaughingGroup,2,-2.4177568871119224,-0.3597630958611485
LaughingGroup,3,2.0004641396448295,-1.7277505418313497
LaughingGroup,4,0.7484633150121809,1.3704832694976443
LaughingGroup,5,-0.36547138213485664,2.0374493410272136
LaughingGroup,6,-1.3337438138781155,0.40495716678952826
LaughingGroup,7,0.4225360220173924,0.9396915448682054
LaughingGroup,8,-1.034974209659625,-1.6889037946316028
LaughingGroup,9,-0.47177914778566044,0.5151710103949109
LaughingGroup,10,2.1903073314568133,0.7659298873808916
Propeller,1,1.9049957234550519,0.19305356690156017
Propeller,2,0.7156143931462327,0.9639191217747783
Propeller,3,1.4476886454511864,-1.5425120195085382
Propeller,4,1.4042336550541914,-1.267116284822146
Propeller,5,-1.6850469635916676,-0.23039177754674445
Propeller,6,-0.915293223272226,1.4015305911907028
Propeller,7,0.7019047544117916,1.6062842035012885
Propeller,8,-1.5762832206144923,-0.3155056801688213
Propeller,9,-0.23536845854191585,-2.110444823210138
Propeller,10,-1.762445305505847,1.3011831018534903
Rain,1,0.6055921388883223,1.8415324980521897
Rain,2,0.9193935493660215,-0.47236205618786137
Rain,3,0.9242720754238566,-0.5872978445301101
Rain,4,-0.8909760816920909,-1.265625163624483
Rain,5,-0.6037273429146461,0.10406415472717741
Rain,6,-0.9722040684940212,0.10397023611129166
Rain,7,-0.3786435957335603,-0.059229343607123314
Rain,8,-0.06882661803451148,-0.9786617444369764
Rain,9,-1.110009381834846,1.6339920773166843
Rain,10,1.5751293250216278,-0.32038281384480105
River,1,1.583064406148174,0.29275393449421466
River,2,0.23382659826537489,-0.10698678038213123
River,3,1.2305289981137477,-1.8418545340487793
River,4,1.133882272461175,-0.4020027836856482
River,5,-0.49475063127975666,0.250882147156853
River,6,-0.5806058222379584,1.0039294224026847
River,7,0.548138329279465,1.6194555078552306
River,8,-1.5479224187550118,-0.7355510283838278
River,9,-0.5057435856561537,-1.2065959438246034
River,10,-1.600418146319703,1.1259700584117163
Sawing,1,0.4455423317296101,0.12029246948110824
Sawing,2,0.3454091547681229,0.5763491958376514
Sawing,3,1.3857465210421047,-1.5739358784231596
Sawing,4,0.7431033076225817,-1.141512041998209
Sawing,5,-1.2026404182855723,-0.04294303291454772
Sawing,6,-1.0232978823752512,0.7395833412011622
Sawing,7,0.6995453962791573,1.524424158250942
Sawing,8,-1.4811119841820723,-0.13422753997467562
Sawing,9,0.39046030564509404,-1.3816287056138687
Sawing,10,-0.30275673223651445,1.3135980341607016
SawingManual,1,0.29399812073560533,0.3129346560971099
SawingManual,2,0.6760117393472104,1.0377468179122535
SawingManual,3,0.9584418475750716,-1.6997573924812468
SawingManual,4,1.4876853511239196,-0.9095259253971509
