LP,FileName,Category,Subcategory,Database,OriginalFileName,Duration,SampleRate,TotalSamples,Channels,BitsPerSample,Type,BackgroundNoise,MaskingEffect,Movement,Distance,SoundSource,Notes
1,'BirdSong_01_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'Black-capped Chickadee Song',3.0000,44100,132300,1,16,F,0,0,0,0,0,
2,'BirdSong_02_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'12 Black-capped Chickadee Call.wav',3.0000,44100,132300,1,16,F,0,0,0,0,0,
3,'BirdSong_03_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'13 Tufted Titmouse Song.wav',3.0000,44100,132301,1,16,F,1,0,0,0,0,"Ambient outdoor sound, very quiet"
4,'BirdSong_04_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'19 Dark-eyed Junco Song.wav',3.0000,44100,132299,1,16,F,0,0,0,0,0,
5,'BirdSong_05_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'22 Northern Cardinal Song 2.wav',2.999569161,44100,132281,1,16,F,0,0,0,0,0,
6,'BirdSong_06_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'26 House Finch Song.wav',2.999659864,44100,132285,1,16,F,1,0,0,0,0,"Ambient outdoor sound, very quiet"
7,'BirdSong_07_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'16 White-crowned Sparrow Song 1.wav',2.999637188,44100,132284,1,16,F,1,0,0,0,0,"Ambient outdoor sound, very quiet"
8,'BirdSong_08_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'17 White-crowned Sparrow Song 2.wav',3.0000,44100,132300,1,16,F,0,0,0,0,0,
9,BirdSong_09_MONO.wav',Nature,animals,Cornell Lab of Ornithology,'21 Cassin''s Finch Song.wav',3.0000,44100,132302,1,16,F,1,0,0,0,0,
10,BirdSong_10_MONO.wav',Nature,animals,Cornell Lab of Ornithology,"29 American Goldfinch Song, Call'",2.4869161,44100,109673,1,16,F,1,0,0,0,0,
11,'BirdSquawk_01_MONO.wav',Nature,animals,BBC Sound Effects,'07059122_Peacocks - several birds calling at night',2.502721088,44100,110370,1,16,F,0,0,0,0,0,
12,'BirdSquawk_02_MONO.wav',Nature,animals,BBC Sound Effects,'07059124_Ducks - solo (NZ)',2.597414966,44100,114546,1,16,F,1,0,0,0,0,"Ambient outdoor sound, very quiet and some water"
13,'BirdSquawk_03_MONO.wav',Nature,animals,BBC Sound Effects,"'07059120_Kea - call, single'",2.588684807,44100,114161,1,16,F,0,0,0,0,0,
14,BirdSquawk_04_MONO.wav',Nature,animals,zapsplat.com,'BIRD-KOOKABURRA_GEN-HDF-03898_preview.wav',2.986689342,44100,131713,1,16,F,0,0,0,0,0,
15,'BirdSquawk_05_MONO.wav',Nature,animals,SoundBible.com,'Parots Talking-587469366.wav',2.762403628,44100,121822,1,16,F,1,0,0,0,0,Ambient indoor sound
16,'BirdSquawk_06_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Bird Peacock Call 01.wav',0.930657596,44100,41042,1,16,F,0,0,0,0,0,
17,BirdSquawk_07_MONO.wav',Nature,animals,zapsplat.com,'zapsplat_animals_bird_parrot_black_cockatoo_squawk_single_003_28297.wav',0.74399093,44100,32810,1,16,F,0,0,0,0,0,
18,'BirdSquawk_08_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Macaw-sounds.wav',2.999637188,44100,132284,1,16,F,1,0,0,0,0,Ambient indoor sound
19,'BirdSquawk_09_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Mallard-duck-squawk.wav',3.0000,44100,132300,1,16,F,1,0,0,0,0,Ambient outdoor sound and water
20,'BirdSquawk_10_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Peacock-noise.wav',1.7763,44100,78336,1,16,F,1,0,0,0,0,Ambient outdoor sound
21,'BirdsFlyingOff_01_MONO.wav',Nature,animals,BBC Sound Effects,'07030067_Pigeons Flying out of coop',2.858843537,44100,126075,1,16,F,0,0,1,0,1,
22,'BirdsFlyingOff_02_MONO.wav',Nature,animals,BBC Sound Effects,"'07030068_Pigeons Flying, Chasing in coop'",3.0000,44100,132300,1,16,F,0,0,1,0,1,
23,'BirdsFlyingOff_03_MONO.wav',Nature,animals,zapsplat.com,'zapsplat_animals_bird_magpie_fly_away_wings_flap_close_up_001_30963.wav',1.828571429,44100,80640,1,16,F,0,0,1,0,0,
24,'BirdsFlyingOff_04_MONO.wav',Nature,animals,BBC Sound Effects,"'07030068_Pigeons Flying, Chasing in coop'",2.515623583,44100,110939,1,16,F,1,0,1,0,1,Pigeon(s) cooing
25,'BirdsFlyingOff_05_MONO.wav',Nature,animals,BBC Sound Effects,'07030069_Pigeons Flying off',2.980839002,44100,131455,1,16,F,1,0,1,0,1,"Birds chirping, very quiet"
26,'BirdsFlyingOff_06_MONO.wav',Nature,animals,BBC Sound Effects,'07030070_Pigeons Flying off',2.590136054,44100,114225,1,16,F,0,0,1,0,1,
27,'BirdsFlyingOff_07_MONO.wav',Nature,animals,BBC Sound Effects,'07030071_Pigeons Flying off',2.857188209,44100,126002,1,16,F,0,0,1,0,1,
28,'BirdsFlyingOff_08_MONO.wav',Nature,animals,BBC Sound Effects,'07030072_Pigeons Flying off',2.927528345,44100,129104,1,16,F,1,0,1,0,1,Pigeon(s) cooing
29,'BirdsFlyingOff_09_MONO.wav',Nature,animals,BBC Sound Effects,'07074107_Birds taking off - 1967',2.651791383,44100,116944,1,16,F,0,0,1,0,0,
30,'BirdsFlyingOff_10_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Flapping-wings.mp3',1.175510204,44100,51840,1,16,F,0,0,1,0,0,
31,'CatHissing_01_MONO.wav',Nature,animals,FreeSound.org,'146960__zabuhailo__cathisses.wav',0.807210884,44100,35598,1,16,F,0,0,0,0,0,
32,'CatHissing_02_MONO.wav',Nature,animals,YouTube,'ANGRY CATS HISS AND GROWL! Compilation (2017)',1.120680272,44100,49422,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
33,'CatHissing_03_MONO.wav',Nature,animals,FreeSound.org,'146963__zabuhailo__cathisses1.wav',1.513922902,44100,66764,1,16,F,0,0,0,0,0,
34,'CatHissing_04_MONO.wav',Nature,animals,FreeSound.org,'343927__reitanna__hiss2',0.638548753,44100,28160,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
35,'CatHissing_05_MONO.wav',Nature,animals,FreeSound.org,'343928__reitanna__hiss3.wav',0.882358277,44100,38912,1,16,F,0,0,0,0,0,
36,'CatHissing_06_MONO.wav',Nature,animals,FreeSound.org,'485952__aunrea__cat-hissing.wav',0.674671202,44100,29753,1,16,F,0,0,0,0,0,
37,'CatHissing_07_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Angry-cat-hissing-sound.wav',2.115918367,44100,93312,1,16,F,1,0,0,0,0,Ambient outdoor sound
38,'CatHissing_08_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Cat-hissing-sound.wav',0.914285714,44100,40320,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
39,'CatHissing_09_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Cat-hissing-sound-2.wav',0.992653061,44100,43776,1,16,F,0,0,0,0,0,
40,'CatHissing_10_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Cat-meow-and-hiss-sounds.wav',1.491655329,44100,65782,1,16,F,1,0,0,0,0,Ambient outdoor sound
41,'CatMeowing_01_MONO.wav',Nature,animals,SoundBible.com,'6_Cat_Meows-Mr_Smith-656280250.wav',2.741451247,44100,120898,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
42,'CatMeowing_02_MONO.wav',Nature,animals,SoundBible.com,'Cat Meow-SoundBible.com-1977450526.wav',1.251723356,44100,55201,1,16,F,0,0,0,0,0,
43,'CatMeowing_03_MONO.wav',Nature,animals,SoundBible.com,'Cat_Meowing_2-Mr_Smith-780889994.wav',1.610521542,44100,71024,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
44,'CatMeowing_04_MONO.wav',Nature,animals,FreeSound.org,'58384__morgantj__cat-meow.wav',3,44100,132300,1,16,F,1,0,0,0,0,Ambient indoor sound
45,'CatMeowing_05_MONO.wav',Nature,animals,FreeSound.org,'61259__timtube__cat-meowing.wav',0.862018141,44100,38015,1,16,F,0,0,0,0,0,
46,'CatMeowing_06_MONO.wav',Nature,animals,FreeSound.org,'110011__tuberatanka__cat-meow.wav',1.544512472,44100,68113,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
47,'CatMeowing_07_MONO.wav',Nature,animals,FreeSound.org,'333916__lextrack__cat-meowing.wav',1.384489796,44100,61056,1,16,F,0,0,0,0,0,
48,'CatMeowing_08_MONO.wav',Nature,animals,FreeSound.org,'454805__kaiandersen__cat-meow.wav',2.3,44100,101430,1,16,F,0,0,0,0,0,
49,'CatMeowing_09_MONO.wav',Nature,animals,FreeSound.org,'133869__elethorpia__cat-meowing.wav',1.359705215,44100,59963,1,16,F,0,0,0,0,0,
50,'CatMeowing_10_MONO.wav',Nature,animals,FreeSound.org,'110388__soundscalpel-com__animals-cat-meow-001.wav',1.032380952,44100,45528,1,16,F,0,0,0,0,0,
51,'CatPurring_01_MONO.wav',Nature,animals,SoundBible.com,'Cat Purring-SoundBible.com-59878677 (1).wav',2.99723356,44100,132178,1,16,F,0,0,0,0,0,
52,'CatPurring_02_MONO.wav',Nature,animals,SoundBible.com,'Purring Cat-SoundBible.com-1565496260.wav',3,44100,132300,1,16,F,0,0,0,0,0,Very close
53,'CatPurring_03_MONO.wav',Nature,animals,FreeSound.org,'194926__soundmary__cat-purr.wav',2.999478458,44100,132277,1,16,F,0,0,0,0,0,Very close
54,'CatPurring_04_MONO.wav',Nature,animals,FreeSound.org,'393895__rodzuz__cat-purr.wav',3,44100,132300,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
55,'CatPurring_05_MONO.wav',Nature,animals,FreeSound.org,'165106__applauseav__blissful-kitty-purring-loudly.wav',3.000022676,44100,132301,1,16,F,0,0,0,0,0,
56,'CatPurring_06_MONO.wav',Nature,animals,FreeSound.org,'127110__grigore__cat-purring.wav',3,44100,132300,1,16,F,0,0,0,0,0,
57,'CatPurring_07_MONO.wav',Nature,animals,FreeSound.org,'37305__intimidated__catpurr.wav',2.972403628,44100,131083,1,16,F,0,0,0,0,0,Very close
58,'CatPurring_08_MONO.wav',Nature,animals,FreeSound.org,'485373__aunrea__cat-purring.wav',2.999569161,44100,132281,1,16,F,0,0,0,0,0,
59,'CatPurring_09_MONO.wav',Nature,animals,FreeSound.org,'381527__poovar__cat-purrs.wav',3,44100,132300,1,16,F,0,0,0,0,0,
60,'CatPurring_10_MONO.wav',Nature,animals,FreeSound.org,'264046__tom-woysky__cat-purr-purring-of-a-cat-mruczenie-kota.wav',3,44100,132300,1,16,F,0,0,0,0,0,
61,'CowMoo_01_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Mammal Cow Moo 01.wav',1.234671202,44100,54449,1,16,F,0,0,0,0,0,
62,'CowMoo_02_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Mammal Herbivore Cattle Bellow 01.wav',2.029342404,44100,89494,1,16,F,0,0,0,0,0,
63,'CowMoo_03_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Mammal Herbivore Cattle Bellow 02.wav',1.829342404,44100,80674,1,16,F,0,0,0,0,0,
64,'CowMoo_04_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Mammal Herbivore Cattle Calf Bellow 01.wav',1.893333333,44100,83496,1,16,F,0,0,0,0,0,
65,'CowMoo_05_MONO.wav',Nature,animals,SoundBible.com,'Cow Mooing-SoundBible.com-1530217877.wav',1.819092971,44100,80222,1,16,F,0,0,0,0,0,
66,'CowMoo_06_MONO.wav',Nature,animals,SoundBible.com,'Cow_Moo-Mike_Koenig-42670858.wav',2.999931973,44100,132297,1,16,F,0,0,0,0,0,
67,CowMoo_07_MONO.wav',Nature,animals,zapsplat.com,'felix_blume_animals_cow_moo_close.wav',2.52,44100,111132,1,16,F,0,0,0,0,0,
68,'CowMoo_08_MONO.wav',Nature,animals,FreeSound.org,'58277__benboncan__cow',2.999886621,44100,132295,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
69,CowMoo_09_MONO.wav',Nature,animals,SoundBible.com,'Single Cow-SoundBible.com-2051754137.wav',1.494013605,44100,65886,1,16,F,0,0,0,0,0,
70,'CowMoo_10_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Cow-mooing-close-perspective.mp3',2.194285714,44100,96768,1,16,F,0,0,0,0,0,
71,'DogBarking_01_MONO.wav',Nature,animals,BBC Sound Effects,"'07050178_CollieLabrador crosses, exterior, barking.wav'",3,44100,132300,1,16,F,0,0,0,0,0,
72,'DogBarking_02_MONO.wav',Nature,animals,BBC Sound Effects,'07050193_Large Alsatian barking.wav',3,44100,132300,1,16,F,0,0,0,0,0,
73,'DogBarking_03_MONO.wav',Nature,animals,SoundBible.com,'cartoon-wolf-daniel_simon.wav',1.407913832,44100,62089,1,16,F,0,0,0,0,0,
74,DogBarking_04_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Dog Bark 21.wav',1.594965986,44100,70338,1,16,F,0,0,0,0,0,
75,'DogBarking_05_MONO.wav',Nature,animals,SoundBible.com,'german-shephard-daniel_simon.wav',2.212970522,44100,97592,1,16,F,0,0,0,0,0,
76,DogBarking_06_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Dog Bark 26.wav',0.9,44100,39690,1,16,F,0,0,0,0,0,
77,'DogBarking_07_MONO.wav',Nature,animals,SoundBible.com,'puppy-barking_ds.wav',2.981405896,44100,131480,1,16,F,0,0,0,0,0,
78,'DogBarking_08_MONO.wav',Nature,animals,SoundBible.com,'small-dog-barking_daniel-simion.wav',2.97138322,44100,131038,1,16,F,0,0,0,0,0,Indoor echo
79,'DogBarking_09_MONO.wav',Nature,animals,FreeSound.org,'9032__mistertood__dog-bark2.aup',2.831337868,44100,124862,1,16,F,0,0,0,0,0,
80,'DogBarking_10_MONO.wav',Nature,animals,FreeSound.org,'38121__deprogram__bark.wav',2.995396825,44100,132097,1,16,F,0,0,0,0,0,
81,'DogGrowling_01_MONO.wav',Nature,animals,SoundBible.com,'Growling_Snarling_Dogs-Lisa_Redfern-570128669.wav',3,44100,132300,1,16,F,0,0,0,0,0,
82,'DogGrowling_02_MONO.wav',Nature,animals,FreeSound.org,'445277__luzanne0__dog-groans.wav',2.596961451,44100,114526,1,16,F,0,0,0,0,0,
83,'DogGrowling_03_MONO.wav',Nature,animals,FreeSound.org,'121565__juskiddink__dogs-growling.wav',3,44100,132300,1,16,F,0,0,0,0,0,
84,'DogGrowling_04_MONO.wav',Nature,animals,FreeSound.org,'235887__delphidebrain__sjuulke-growl-03.wav',1.2,44100,52920,1,16,F,0,0,0,0,0,
85,DogGrowling_05_MONO.wav',Nature,animals,zapsplat.com,'glitched_tones_Dog+Shih+Tzu+Growling+03.wav',1.332244898,44100,58752,1,16,F,0,0,0,0,0,
86,'DogGrowling_06_MONO.wav',Nature,animals,FreeSound.org,'366604__jittels__aggressive-dog-growl.wav',3,44100,132300,1,16,F,0,0,0,0,0,
87,'DogGrowling_07_MONO.wav',Nature,animals,FreeSound.org,'372531__glitchedtones__dog-shih-tzu-growling-01.wav',1.707959184,44100,75321,1,16,F,0,0,0,0,0,
88,'DogGrowling_08_MONO.wav',Nature,animals,FreeSound.org,'401820__mystikuum__dog-growling-mono-4824.wav',3,44100,132300,1,16,F,0,0,0,0,0,
89,'DogGrowling_09_MONO.wav',Nature,animals,FreeSound.org,'420207__14fpanskabartakova-tereza__14-dog-growling.wav',2.999909297,44100,132296,1,16,F,1,0,1,0,0,Dog's steps on the floor
90,'DogGrowling_10_MONO.wav',Nature,animals,FreeSound.org,'434049__klangfabrik__dog-growls.wav',3,44100,132300,1,16,F,0,0,0,0,0,
91,'DogHowling_01_MONO.wav',Nature,animals,SoundBible.com,'dog-howling-yapping-daniel_simon.wav',1.546077098,44100,68182,1,16,F,0,0,0,0,0,
92,DogHowling_02_MONO.wav',Nature,animals,SoundBible.com,'Dog Howling At Moon-SoundBible.com-1369876823.wav',2.999047619,44100,132258,1,16,F,0,0,0,0,0,
93,DogHowling_03_MONO.wav',Nature,animals,YouTube,'DOGS HOWLING to make your Dog Howl HD Sound Effect - from YouTube.wav',2.987981859,44100,131770,1,16,F,0,0,0,0,0,
94,'DogHowling_04_MONO.wav',Nature,animals,FreeSound.org,'31243__pete668__jake-the-puppy.wav',3,44100,132300,1,16,F,1,0,0,0,0,Ambient indoor sound
95,DogHowling_05_MONO.wav',Nature,animals,FreeSound.org,'DOGS HOWLING to make your Dog Howl HD Sound Effect - from YouTube.wav',1.77047619,44100,78078,1,16,F,1,0,0,0,0,Indoor echo
96,'DogHowling_06_MONO.wav',Nature,animals,FreeSound.org,'55156__noisecollector__shaggyhowl2.wav',2.258049887,44100,99580,1,16,F,1,0,0,0,0,"Ambient noise, quiet"
97,'DogHowling_07_MONO.wav',Nature,animals,FreeSound.org,'155310__jace__dog-disonant-howl.wav',2.77478458,44100,122368,1,16,F,1,0,0,0,0,"Birds chirping, very quiet"
98,'DogHowling_08_MONO.wav',Nature,animals,FreeSound.org,'158974__cgeffex__dog-howl-03.wav',3,44100,132300,1,16,F,1,0,0,1,0,Ambient outdoor sound
99,'DogHowling_09_MONO.wav',Nature,animals,FreeSound.org,'350593__austinxyz__chihuahua-puppy-whine.wav',1.072222222,44100,47285,1,16,F,0,0,0,0,0,
100,'DogHowling_10_MONO.wav',Nature,animals,FreeSound.org,'432753__xpoki__dog-yowl.wav',1.253877551,44100,55296,1,16,F,0,0,0,0,0,
101,'HorseGalloping_01_MONO.wav',Nature,animals,BBC Sound Effects,'07050104_Two horses canter past on gravelly track LR.wav',2.830408163,44100,124821,1,16,F,0,0,1,2,0,
102,'HorseGalloping_02_MONO.wav',Nature,animals,BBC Sound Effects,'07050105_Two horses gallop past on gravelly track',2.779977324,44100,122597,1,16,F,0,0,1,2,0,
103,'HorseGalloping_03_MONO.wav',Nature,animals,BBC Sound Effects,'07050106_Two horses walk under bridge on tarmac road (riders pers)',2.913537415,44100,128487,1,16,F,1,0,1,2,0,Ambiend (perhaps a tunnel)
104,HorseGalloping_04_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Horse Trot By On Gravel 02.wav',2.880952381,44100,127050,1,16,F,1,0,1,2,0,Ambient outdoor sound
105,'HorseGalloping_05_MONO.wav',Nature,animals,BBC Sound Effects,'07050116_One horse at trot through gras RL.wav',2.997777778,44100,132202,1,16,F,0,0,1,2,0,Muffled sound due to mushy surface 
106,'HorseGalloping_06_MONO.wav',Nature,animals,BBC Sound Effects,'07050124_Two horses at trot LR',2.982335601,44100,131521,1,16,F,0,0,1,2,0,
107,'HorseGalloping_07_MONO.wav',Nature,animals,BBC Sound Effects,'07050125_Two horses trot past on rough track LR.wav',2.998480726,44100,132233,1,16,F,0,0,1,2,0,
108,'HorseGalloping_08_MONO.wav',Nature,animals,BBC Sound Effects,"'07050129_One horse approaches at walk, departs at trot LR.wav'",2.958684807,44100,130478,1,16,F,0,0,1,2,0,
109,'HorseGalloping_09_MONO.wav',Nature,animals,BBC Sound Effects,'07050130_One horse canters past on rough track RL.wav',2.996666667,44100,132153,1,16,F,0,0,1,2,0,
110,'HorseGalloping_10_MONO.wav',Nature,animals,BBC Sound Effects,'07050128_One horse restless on rough track.wav',2.999206349,44100,132265,1,16,F,0,0,1,2,0,
111,'HorseNeighing_01_MONO.wav',Nature,animals,BBC Sound Effects,'07024156_Horses Whinnying',2.598163265,44100,114579,1,16,F,1,0,0,0,0,Outdoor ambient sound
112,'HorseNeighing_02_MONO.wav',Nature,animals,BBC Sound Effects,'07024178_Horse Neighing',2.029705215,44100,89510,1,16,F,0,0,0,0,0,
113,'HorseNeighing_03_MONO.wav',Nature,animals,BBC Sound Effects,'07050147_One horse neighs',2.187029478,44100,96448,1,16,F,0,0,0,0,0,
114,'HorseNeighing_04_MONO.wav',Nature,animals,FreeSound.org,'19812__acclivity__neigh2.wav',2.998730159,44100,132244,1,16,F,0,0,0,0,0,
115,'HorseNeighing_05_MONO.wav',Nature,animals,FreeSound.org,'79084__axiyee__redbarn-horse-whinny.wav',2.999274376,44100,132268,1,16,F,1,0,0,0,0,Indoor echo
116,'HorseNeighing_06_MONO.wav',Nature,animals,FreeSound.org,'99222__blazecon0__horse.wav',1.299297052,44100,57299,1,16,F,0,0,0,0,0,
117,'HorseNeighing_07_MONO.wav',Nature,animals,FreeSound.org,'321947__n-audioman__horseneigh02-03.wav',3,44100,132300,1,16,F,0,0,0,0,0,
118,'HorseNeighing_08_MONO.wav',Nature,animals,FreeSound.org,'418428__soundslikewillem__neighing-horse.wav',2.247052154,44100,99095,1,16,F,0,0,0,0,0,
119,HorseNeighing_09_MONO.wav',Nature,animals,SoundBible.com,'Horse Neigh-SoundBible.com-1126369713.wav',1.724081633,44100,76032,1,16,F,1,0,0,0,0,Very close
120,'HorseNeighing_10_MONO.wav',Nature,animals,FreeSound.org,'419231__inspectorj__horse-whinny-close-a.wav',2.73723356,44100,120712,1,16,F,0,0,0,0,0,
121,'HorseSnorting_01_MONO.wav',Nature,animals,BBC Sound Effects,'07024150_Horses Two Snorts',2.944421769,44100,129849,1,16,F,1,0,1,0,0,Ambient outdoor sound and horse's steps when moving
122,'HorseSnorting_02_MONO.wav',Nature,animals,BBC Sound Effects,'07024179_Horse Snorting.wav',0.722290249,44100,31853,1,16,F,0,0,0,0,0,
123,'HorseSnorting_03_MONO.wav',Nature,animals,BBC Sound Effects,'07024180_Horse Snorting.wav',0.962290249,44100,42437,1,16,F,0,0,0,0,0,
124,'HorseSnorting_04_MONO.wav',Nature,animals,FreeSound.org,'322454__goodlistener__horse-snort-2.wav',1.268956916,44100,55961,1,16,F,0,0,0,0,0,
125,'HorseSnorting_05_MONO.wav',Nature,animals,FreeSound.org,'418427__soundslikewillem__snorting-horse.wav',2.967120181,44100,130850,1,16,F,0,0,0,0,0,
126,HorseSnorting_06_MONO.wav',Nature,animals,FreeSound.org,'450344__veromarengere__01-horsesnort.wav',2.345941043,44100,103456,1,16,F,0,0,0,0,0,
127,'HorseSnorting_07_MONO.wav',Nature,animals,FreeSound.org,'475479__o-ciz__horse-snort-2.wav',0.56399093,44100,24872,1,16,F,0,0,0,0,0,
128,'HorseSnorting_08_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Horse Snort 01.wav',0.895782313,44100,39504,1,16,F,0,0,0,0,0,
129,'HorseSnorting_09_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Horse Snort 02.wav',0.744693878,44100,32841,1,16,F,0,0,0,0,0,
130,'HorseSnorting_10_MONO.wav',Nature,animals,zapsplat.com,'animals_horse_snort_breath_out.wav',0.809795918,44100,35712,1,16,F,0,0,0,0,0,
131,'InsectBuzzing_01_MONO.wav',Nature,animals,SoundBible.com,'Bee-914644763.wav',2.8,44100,123480,1,16,0,0,0,1,0,0,
132,'InsectBuzzing_02_MONO.wav',Nature,animals,SoundBible.com,'188708__zywx__flying-mosquito.wav',2.999727891,44100,132288,1,16,0,0,0,1,0,0,
133,'InsectBuzzing_03_MONO.wav',Nature,animals,SoundBible.com,'Wasp-863699866.wav',3,44100,132300,1,16,0,0,0,1,0,0,
134,'InsectBuzzing_04_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Wasp-sound.wav',3,44100,132300,1,16,0,0,0,1,0,0,
135,'InsectBuzzing_05_MONO.wav',Nature,animals,FreeSound.org,'99956__cgeffex__bumble-bee-short.wav',3,44100,132300,1,16,0,0,0,1,0,0,
136,'InsectBuzzing_06_MONO.wav',Nature,animals,FreeSound.org,'103047__department64__bee-buzzin-02.wav',2.730680272,44100,120423,1,16,0,0,0,1,0,0,"Ambient outdoor sound, some bird chirping"
137,'InsectBuzzing_07_MONO.wav',Nature,animals,FreeSound.org,'134813__zedkah__bee-beat.wav',2.43723356,44100,107482,1,16,0,0,0,1,0,0,
138,'InsectBuzzing_08_MONO.wav',Nature,animals,FreeSound.org,'440422__cribbler__fly-buzzing-1.wav',1.562653061,44100,68913,1,16,0,0,0,1,1,0,
139,'InsectBuzzing_09_MONO.wav',Nature,animals,FreeSound.org,'466795__breviceps__bumblebee.wav',3,44100,132300,1,16,0,0,0,1,0,0,
140,'InsectBuzzing_10_MONO.wav',Nature,animals,SoundBible.com,'Grasshopper-SoundBible.com-1592176719.wav',2.877687075,44100,126906,1,16,0,0,0,1,0,0,
141,'InsectsStridulation_01_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Ambience Crickets Near A Stream 01.wav',3,44100,132300,1,16,B,0,0,0,0,1,
142,'InsectsStridulation_02_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Ambience Jungle Rain Forest Insects Creatures 01.wav',2.999886621,44100,132295,1,16,B,0,0,0,0,1,
143,'InsectsStridulation_03_MONO.wav',Nature,animals,Adobe Systems Incorporated,'Animal Ambience Jungle Rain Forest Insects Creatures 02.wav',3,44100,132300,1,16,B,0,0,0,0,1,
144,'InsectsStridulation_04_MONO.wav',Nature,animals,FreeSound.org,'18678__dobroide__20060426-marsh-crikets-day-stereo-02.wav',3.000045351,44100,132302,1,16,B,1,0,0,0,1,Thunder rumbling in distance
145,'InsectsStridulation_05_MONO.wav',Nature,animals,FreeSound.org,'241068__aguasonic__ag12mar2007trk6.wav',2.999931973,44100,132297,1,16,B,0,0,0,0,1,
146,'InsectsStridulation_06_MONO.wav',Nature,animals,FreeSound.org,'315910__arnaud-coutancier__striduling-night-insects-on-seashore.wav',3.000022676,44100,132301,1,16,B,1,0,0,0,1,Ambient outdoor sound
147,'InsectsStridulation_07_MONO.wav',Nature,animals,FreeSound.org,'317445__nigelcoop__cricket-2.wav',2.999818594,44100,132292,1,16,B,0,0,0,0,1,
148,'InsectsStridulation_08_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Cricket-noise.wav',2.99984127,44100,132293,1,16,B,0,0,0,0,1,
149,'InsectsStridulation_09_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Crickets-chirping.wav',2.999569161,44100,132281,1,16,B,0,0,0,0,1,
150,'InsectsStridulation_10_MONO.wav',Nature,animals,OrangeFreeSounds.com,'Katydid-sound.wav',3,44100,132300,1,16,B,0,0,0,0,1,
151,'Fire_01_MONO.wav',Nature,environment,FreeSound.org,'65748__dobroide__20081231-fire-02.wav',3,44100,132300,1,16,B,0,0,0,0,0,
152,'Fire_02_MONO.wav',Nature,environment,FreeSound.org,'74964__zmb94__campfire-2.wav',3,44100,132300,1,16,B,0,0,0,0,0,
153,'Fire_03_MONO.wav',Nature,environment,FreeSound.org,'104958__glaneur-de-sons__petit-feu-little-fire-2.wav',2.99707483,44100,132171,1,16,B,0,0,0,1,0,
154,'Fire_04_MONO.wav',Nature,environment,FreeSound.org,'234288__leosalom__fireplace.wav',3,44100,132300,1,16,B,0,0,0,0,0,
155,'Fire_05_MONO.wav',Nature,environment,FreeSound.org,'260713__daenerys__fire-crackling.wav',3,44100,132300,1,16,B,0,0,0,0,0,
156,'Fire_06_MONO.wav',Nature,environment,FreeSound.org,'320231__kukensius__by-a-small-fire.wav',3,44100,132300,1,16,B,0,0,0,0,0,Very close
157,'Fire_07_MONO.wav',Nature,environment,FreeSound.org,'363092__fractalstudios__fire-crackle-and-flames-002.wav',3,44100,132300,1,16,B,0,0,0,0,0,
158,'Fire_08_MONO.wav',Nature,environment,FreeSound.org,'386751__ken788__fire.wav',3,44100,132300,1,16,B,0,0,0,0,0,Very close
159,'Fire_09_MONO.wav',Nature,environment,FreeSound.org,'408531__aj170193__fire-ambience.wav',3,44100,132300,1,16,B,0,0,0,0,0,
